run_id,n,true_effect,term,contrast,estimate,conf.low,conf.high,warnings
27,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9541530643467518,0.8063798673291327,0.9895548754024432,NA
28,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.00350580614430011,-0.07875046847322652,0.084087162618659,NA
28,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.8696867511822691,0.6274830545654689,0.9625746144994032,NA
29,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05409207160014581,-0.00336949228403054,0.1506951271427817,NA
29,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9369823876068296,0.733668010197406,0.9823494006405056,NA
3,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.10755801157766308,0.03110409713334963,0.22163263109224696,NA
3,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9053305081515276,0.7307253942836371,0.9602107326849462,NA
30,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.07514717356056569,-0.00863100276586663,0.17491351022019616,NA
30,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.8391066301743347,0.5699589283354726,0.9446435117686128,NA
31,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.0189004253945312,-0.05794025024948283,0.10211562665084278,NA
31,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9187473724158564,0.449424396540856,0.9804140525601758,NA
32,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.01363568164491686,-0.03557766535783863,0.08130237229784547,NA
32,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9655999388588072,0.8097936821361188,0.9938428028180892,NA
33,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),-0.01334486180267763,-0.07475780287918259,0.03551980401637979,NA
33,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9694179591471286,0.8786382535070282,0.9945941689021178,NA
34,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.03681814344231177,-0.01444263868602513,0.11989625479287382,NA
34,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9450407785469264,0.7282258107761873,0.9866200640909496,NA
35,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.03190183897063925,-0.04587196158688923,0.12351919444208166,NA
35,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9276014095236682,0.6783593256921878,0.9763503672851588,NA
36,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.10022137339933826,0.02425389697239543,0.209028389514812,NA
36,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9096364114497342,0.741137932100704,0.9657388633616008,NA
37,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.09820267857329852,0.02191651354378119,0.20622385923501943,NA
37,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9102145460085276,0.7308660946303861,0.967069133755408,NA
38,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05327890992747577,-0.04718571257351552,0.1638945559701643,NA
38,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.8229494050249214,0.5551526363348415,0.9367778852370788,NA
39,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.0370027358639653,-0.01830414073159705,0.1128732673252354,NA
39,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9359563028773074,0.6309202193171063,0.9866506175372344,NA
4,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05653952612430053,-0.0255290872200238,0.16212920147162865,NA
4,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.91436683284298,0.6662694171270123,0.9696855898727912,NA
40,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.01512724128372099,-0.03331008534000974,0.07936131966564658,NA
40,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9582390663720536,0.7617068528648995,0.9931232428910745,NA
41,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.07579369111383519,0.01014842654316914,0.17964392659822312,NA
41,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9266624210199692,0.7763844088434474,0.9744336291646256,NA
42,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.04631201167076165,-0.03571351991313784,0.1418538371087403,NA
42,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.8358069202476309,0.5069866973181762,0.9546356416349528,NA
43,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.02994708655591003,-0.0271607655674024,0.10834519807452556,NA
43,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.952689196344891,0.7883569234602786,0.988861593830526,NA
44,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.04576096143238749,-0.00997566433830862,0.1256977099094105,NA
44,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.899254342942994,0.7092409092540147,0.9748635502475608,NA
45,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.02287887872541614,-0.04808202571987034,0.10595446758277362,NA
45,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9424485581419828,0.7958644474860613,0.9825903178868794,NA
46,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.01174025508084049,-0.03864258944207997,0.0741762747269165,NA
46,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9649867634523472,0.8095771379712786,0.994164007134599,NA
47,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05220487931347296,-0.00386046645002344,0.13251837369328806,NA
47,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.8649718971643577,0.6134232685953052,0.9695193865325418,NA
48,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05288530858141332,-0.00675436310070951,0.14053072648570575,NA
48,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.941938922991252,0.8044319706502251,0.9823170324349518,NA
49,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05660741011711838,-0.00383368932293565,0.15164291793873486,NA
49,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9383299860642405,0.7976620808425631,0.9811520869735408,NA
5,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05766623546945298,-0.00276012113781782,0.15659523831092256,NA
5,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9363702278979636,0.7690364811120188,0.9810560975062652,NA
50,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.0680317357217734,0.00400736173565367,0.16091627056266403,NA
50,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.930238346263436,0.7828028575383545,0.9762593643118836,NA
51,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.01590455009367284,-0.02861075603449184,0.08231788471907751,NA
51,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9560262863131525,0.7136143241355969,0.9934090650765872,NA
52,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.00208396583435757,-0.03584630853856021,0.05689495128962184,NA
52,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9672170091548188,0.7186264085322357,0.9976632858491332,NA
53,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),-0.00432032435525505,-0.09216940103331377,0.08063489843268154,NA
53,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9326774775199892,0.7603530829344988,0.9774214617874496,NA
54,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.00686226003918965,-0.05457592645966638,0.08737023100412118,NA
54,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9459722167517144,0.6569593872796399,0.98868819956446,NA
55,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.04012706427065074,-0.03068506156384222,0.13184169864299294,NA
55,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9267883585603984,0.7350627803568713,0.9757333741497222,NA
56,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05008712972524602,-0.00750696174456019,0.1417281591198718,NA
56,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9423854195031978,0.8032612481351413,0.9811379625811788,NA
57,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),5.495599724199482e-4,-0.06484784837259278,0.06807827122529479,NA
57,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9525459557498156,0.7808998338040796,0.9898255628419576,NA
58,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05592285846862573,-0.02585401632071237,0.1537463616047999,NA
58,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.913833253286638,0.6615516040569006,0.9681282297238164,NA
59,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.04979795732383949,-0.01285092473266264,0.1388743986782096,NA
59,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9409934983968762,0.7589650229455843,0.9826530384224345,NA
6,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.06917355761705468,-6.299120017175191e-4,0.16989732309558128,NA
6,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9305515436167084,0.7886755058661382,0.9747717055149396,NA
60,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),1.6045721512695512e-4,-0.0432821680353723,0.04431225738091949,NA
60,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9758550787880932,0.8417757462739076,0.9980443631867236,NA
61,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.07091815665702905,0.003560643534981,0.16582608116874445,NA
61,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9313832947026582,0.7958268359808385,0.9763774775032646,NA
62,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.17249653098809942,0.07959819195639577,0.2932754093162469,NA
62,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.5938422789407325,0.19543922778775843,0.9321169942959628,NA
63,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.02808223632057854,-0.02803266939873596,0.10258982179085428,NA
63,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9536650106023788,0.8119283422801747,0.9883009363185586,NA
64,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.07394692143828874,0.010257801241045311,0.1752658406485402,NA
64,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9132142268155802,0.598453609504096,0.9755707755774852,NA
65,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.00387785765064311,-0.06029117615831827,0.07753464305790968,NA
65,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9563029368748016,0.8120843768634928,0.9897285705153106,NA
66,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.09211782394066524,0.01115927932037013,0.22142430544664787,NA
66,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.857486190291824,0.4122265564983292,0.974324326809978,NA
67,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.0347452039146276,-0.01712935204094013,0.11060533144476248,NA
67,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.933703357913484,0.6102839443314967,0.9866952222941638,NA
68,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.1364723290172718,0.03327227621117967,0.25782856235118384,NA
68,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.8728756766738317,0.6924301006454159,0.9347394847708346,NA
69,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05159674367241254,-0.00787078725089898,0.13836788151693508,NA
69,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9364544585012166,0.7329800221939626,0.9820185002727128,NA
7,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),-0.01244002254417775,-0.1003663705610152,0.06542175128571924,NA
7,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.8096011008985506,0.45712757414179145,0.9561967782899364,NA
70,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.07177171847239217,0.00676359725221233,0.16525866421702456,NA
70,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.928242356626318,0.7640576164422529,0.9734768732621109,NA
71,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05605879829721649,-0.00329926703530689,0.14534761246767153,NA
71,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.938075899967405,0.7676257880198398,0.981950846814202,NA
72,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05060685062571257,-0.00587892179291714,0.14237968257738465,NA
72,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9367302896719468,0.7427827742299563,0.9811495107430972,NA
73,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),-0.0214048630343568,-0.10641083024553905,0.05303905719914898,NA
73,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9343580631847485,0.6602755701576304,0.981484913542363,NA
74,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05271073107143029,-0.00591332787634963,0.14699532512574048,NA
74,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9375075221721866,0.7249280170070729,0.9824634994216138,NA
75,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.06760011022919911,-0.0138798894546964,0.17013657565498613,NA
75,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.810158500235226,0.5063878007732406,0.9493258225791348,NA
76,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.04928142241657485,-0.01329077702792012,0.13600461848550724,NA
76,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.919441239315078,0.5442994241639033,0.9815994024246768,NA
77,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.014366608880238,-0.03100869552964937,0.07743221467923342,NA
77,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9438097802351756,0.5696039472959767,0.9931871420408068,NA
78,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.08493650224008358,0.01508987351631789,0.18135019300001332,NA
78,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.923054251029812,0.8101947591085654,0.9697806776340672,NA
79,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.01590720175076543,-0.03318736598565813,0.08197405511617,NA
79,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9615709041090086,0.799127123976972,0.9934128990514832,NA
8,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.00923241722072401,-0.08354644380713279,0.10104535360786188,NA
8,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.8807936746471696,0.686493699076885,0.9579766508064804,NA
80,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),-0.01802670723887126,-0.094447637870455875,0.04734886089087099,NA
80,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.6961221571788414,0.24745560521347712,0.9509001396333638,NA
81,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),-0.0121729075529164,-0.08997838515449863,0.06437850820134533,NA
81,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.941200716516262,0.773332399913313,0.9825425656035632,NA
82,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.01478780113108129,-0.03252947846779123,0.08001009212654718,NA
82,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9639943794834608,0.8050819223036582,0.9936000457352484,NA
83,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.01518244083995187,-0.02996467241181079,0.08085815477141943,NA
83,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9565076025248038,0.7022912272483878,0.9933422014913768,NA
84,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.02959529193554232,-0.0253043276554923,0.10601658084327988,NA
84,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9580747612060512,0.8523276307432137,0.9892750476973052,NA
85,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.0498643110967704,-0.00985660528787876,0.135981416977034,NA
85,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9439490365532246,0.822232065527497,0.9820402593020924,NA
86,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.01755142569116894,-0.02842936392646149,0.08644393664348493,NA
86,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9569480009455134,0.7343878017196824,0.992996242712292,NA
87,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05515108407224289,-0.00375981099809088,0.1480882300244794,NA
87,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9370126276600216,0.7492608206835535,0.9818386600617452,NA
88,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.084044292537502,-0.00716905103714578,0.19722919939717945,NA
88,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.887363728704053,0.5087120030495361,0.9589253317372632,NA
89,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05128069125420982,-0.01196818372699961,0.1411007194390885,NA
89,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.943272192329287,0.8098561579478838,0.9827202443467178,NA
9,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.01563107971510405,-0.03014838644769822,0.08187101252832245,NA
9,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9601576114618668,0.7607057763310227,0.993484396320924,NA
90,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.01775461351873462,-0.03018242492140354,0.08453736259082725,NA
90,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9612494039913456,0.7787673746644207,0.993978501933928,NA
91,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),1.1973423911955672e-4,-0.04012162118998474,0.04514061378735857,NA
91,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9649380484003184,0.7281929567366184,0.9974947888483634,NA
92,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05934183010936444,-0.02938884189690497,0.15464517288512775,NA
92,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.8697758929588111,0.6724656812819265,0.9535503372147716,NA
93,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05302579766122514,-0.00771784421860729,0.13865249558030376,NA
93,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9394820453387644,0.7834806961109113,0.9821500127509756,NA
94,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.04032832175953555,-0.0379184909583717,0.13432655078366243,NA
94,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9305832352238436,0.7630294728657271,0.975787645792848,NA
95,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),-0.0163573111360959,-0.0857934523806521,0.02942670008290108,NA
95,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9490340814766036,0.6483557253511957,0.9926561362277132,NA
96,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),-0.01194500874018139,-0.07423494431958254,0.03821582033541239,NA
96,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9621796041818382,0.7729779622858957,0.9940072166400552,NA
97,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.01106489010742088,-0.062485893198442,0.09218492131739638,NA
97,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.945074578798794,0.8149383895729085,0.9836458056056012,NA
98,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.05318707868707158,-0.00629601461231579,0.1429457282117827,NA
98,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.9312498205039936,0.6755611668045695,0.9815476809398808,NA
99,100,0.04500000000000001,intervention,mean(TRUE) - mean(FALSE),0.04042830615079583,-0.04367905925970722,0.15687249554846067,NA
99,100,0.04500000000000001,pre_intervention,mean(TRUE) - mean(FALSE),0.8314004283283636,0.5252822032804467,0.9529135970854952,NA
1,1000,0.045,intervention,mean(TRUE) - mean(FALSE),0.03960783728475955,0.0191776399763667,0.06284438622791863,NA
1,1000,0.045,pre_intervention,mean(TRUE) - mean(FALSE),0.9559837561229316,0.9231419729637608,0.9724522223400004,NA
10,1000,0.045,intervention,mean(TRUE) - mean(FALSE),0.0375835822191473,0.01822222124559167,0.06042947825045167,NA
10,1000,0.045,pre_intervention,mean(TRUE) - mean(FALSE),0.9584461236640648,0.9217326631506898,0.9742560078189608,NA
100,1000,0.045,intervention,mean(TRUE) - mean(FALSE),0.04211781014438115,0.02235029669987232,0.06529814743390865,NA
100,1000,0.045,pre_intervention,mean(TRUE) - mean(FALSE),0.953474126815877,0.9187391888364972,0.9702217483741502,NA
11,1000,0.045,intervention,mean(TRUE) - mean(FALSE),0.03671302846495618,0.01607045612525676,0.06019419877014241,NA
11,1000,0.045,pre_intervention,mean(TRUE) - mean(FALSE),0.955657212797324,0.9240750420814334,0.9716984011352896,NA
12,1000,0.045,intervention,mean(TRUE) - mean(FALSE),0.03263515368938637,0.01382845942175113,0.05272202338797407,NA
12,1000,0.045,pre_intervention,mean(TRUE) - mean(FALSE),0.9511054119175992,0.908645587541556,0.9716373265074418,NA
13,1000,0.045,intervention,mean(TRUE) - mean(FALSE),0.07562730071825452,0.05155500493907632,0.10254164936523937,NA
13,1000,0.045,pre_intervention,mean(TRUE) - mean(FALSE),0.9373324773085506,0.9001638890325293,0.9562832108042354,NA
